PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,Sex_Male,Embarked_Q,Embarked_S,Title_Col,Title_Don,Title_Dr,Title_Jonkheer,Title_Lady,Title_Major,Title_Master,Title_Miss,Title_Mlle,Title_Mme,Title_Mr,Title_Mrs,Title_Ms,Title_Rev,Title_Sir,Title_the Countess
197,0,3,28.0,0.0,0,7.75,1.0,1,7.75,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
198,0,3,42.0,0.0,0,8.4042,1.0,1,8.4042,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199,1,3,28.0,0.0,0,7.75,1.0,1,7.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200,0,2,24.0,0.0,0,13.0,1.0,1,13.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201,0,3,28.0,0.0,0,9.5,1.0,1,9.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
202,0,3,28.0,2.5,0,65.6344,3.5,0,18.752685714285715,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
203,0,3,34.0,0.0,0,6.4958,1.0,1,6.4958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
204,0,3,45.5,0.0,0,7.225,1.0,1,7.225,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
205,1,3,18.0,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
206,0,3,2.5,0.0,0,10.4625,1.0,1,10.4625,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
207,0,3,32.0,1.0,0,15.85,2.0,0,7.925,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
208,1,3,26.0,0.0,0,18.7875,1.0,1,18.7875,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
209,1,3,16.0,0.0,0,7.75,1.0,1,7.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
210,1,1,40.0,0.0,0,31.0,1.0,1,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211,0,3,24.0,0.0,0,7.05,1.0,1,7.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
212,1,2,35.0,0.0,0,21.0,1.0,1,21.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
213,0,3,22.0,0.0,0,7.25,1.0,1,7.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
214,0,2,30.0,0.0,0,13.0,1.0,1,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
215,0,3,28.0,1.0,0,7.75,2.0,0,3.875,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
216,1,1,31.0,1.0,0,65.6344,2.0,0,32.8172,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
217,1,3,27.0,0.0,0,7.925,1.0,1,7.925,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
218,0,2,42.0,1.0,0,27.0,2.0,0,13.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219,1,1,32.0,0.0,0,65.6344,1.0,1,65.6344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
220,0,2,30.0,0.0,0,10.5,1.0,1,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
221,1,3,16.0,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
222,0,2,27.0,0.0,0,13.0,1.0,1,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
223,0,3,51.0,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
224,0,3,28.0,0.0,0,7.8958,1.0,1,7.8958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
225,1,1,38.0,1.0,0,65.6344,2.0,0,32.8172,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
226,0,3,22.0,0.0,0,9.35,1.0,1,9.35,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
227,1,2,19.0,0.0,0,10.5,1.0,1,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
228,0,3,20.5,0.0,0,7.25,1.0,1,7.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
229,0,2,18.0,0.0,0,13.0,1.0,1,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
230,0,3,28.0,2.5,0,25.4667,3.5,0,7.2762,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
231,1,1,35.0,1.0,0,65.6344,2.0,0,32.8172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
232,0,3,29.0,0.0,0,7.775,1.0,1,7.775,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
233,0,2,54.5,0.0,0,13.5,1.0,1,13.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
234,1,3,5.0,2.5,0,31.3875,3.5,0,8.967857142857143,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235,0,2,24.0,0.0,0,10.5,1.0,1,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
236,0,3,28.0,0.0,0,7.55,1.0,1,7.55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
237,0,2,44.0,1.0,0,26.0,2.0,0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
238,1,2,8.0,0.0,0,26.25,1.0,1,26.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
239,0,2,19.0,0.0,0,10.5,1.0,1,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,0,2,33.0,0.0,0,12.275,1.0,1,12.275,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
241,0,3,28.0,1.0,0,14.4542,2.0,0,7.2271,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
242,1,3,28.0,1.0,0,15.5,2.0,0,7.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
243,0,2,29.0,0.0,0,10.5,1.0,1,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
244,0,3,22.0,0.0,0,7.125,1.0,1,7.125,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
245,0,3,30.0,0.0,0,7.225,1.0,1,7.225,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
246,0,1,44.0,2.0,0,65.6344,3.0,0,21.878133333333334,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,3,25.0,0.0,0,7.775,1.0,1,7.775,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
248,1,2,24.0,0.0,0,14.5,1.0,1,14.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
249,1,1,37.0,1.0,0,52.5542,2.0,0,26.2771,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
250,0,2,54.0,1.0,0,26.0,2.0,0,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
251,0,3,28.0,0.0,0,7.25,1.0,1,7.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
252,0,3,29.0,1.0,0,10.4625,2.0,0,5.23125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
253,0,1,54.5,0.0,0,26.55,1.0,1,26.55,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
254,0,3,30.0,1.0,0,16.1,2.0,0,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
255,0,3,41.0,0.0,0,20.2125,1.0,1,20.2125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
256,1,3,29.0,0.0,0,15.2458,1.0,1,15.2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
257,1,1,28.0,0.0,0,65.6344,1.0,1,65.6344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
258,1,1,30.0,0.0,0,65.6344,1.0,1,65.6344,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
259,1,1,35.0,0.0,0,65.6344,1.0,1,65.6344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
260,1,2,50.0,0.0,0,26.0,1.0,1,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
261,0,3,28.0,0.0,0,7.75,1.0,1,7.75,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
262,1,3,3.0,2.5,0,31.3875,3.5,0,8.967857142857143,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
263,0,1,52.0,1.0,0,65.6344,2.0,0,32.8172,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
264,0,1,40.0,0.0,0,0.0,1.0,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
265,0,3,28.0,0.0,0,7.75,1.0,1,7.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
266,0,2,36.0,0.0,0,10.5,1.0,1,10.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
267,0,3,16.0,2.5,0,39.6875,3.5,0,11.339285714285714,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
268,1,3,25.0,1.0,0,7.775,2.0,0,3.8875,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
269,1,1,54.5,0.0,0,65.6344,1.0,1,65.6344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
270,1,1,35.0,0.0,0,65.6344,1.0,1,65.6344,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
271,0,1,28.0,0.0,0,31.0,1.0,1,31.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
272,1,3,25.0,0.0,0,0.0,1.0,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
273,1,2,41.0,0.0,0,19.5,1.0,1,19.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
274,0,1,37.0,0.0,0,29.7,1.0,1,29.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
275,1,3,28.0,0.0,0,7.75,1.0,1,7.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
276,1,1,54.5,1.0,0,65.6344,2.0,0,32.8172,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
277,0,3,45.0,0.0,0,7.75,1.0,1,7.75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
278,0,2,28.0,0.0,0,0.0,1.0,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
279,0,3,7.0,2.5,0,29.125,3.5,0,8.321428571428571,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
280,1,3,35.0,1.0,0,20.25,2.0,0,10.125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
281,0,3,54.5,0.0,0,7.75,1.0,1,7.75,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282,0,3,28.0,0.0,0,7.8542,1.0,1,7.8542,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
283,0,3,16.0,0.0,0,9.5,1.0,1,9.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
284,1,3,19.0,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
285,0,1,28.0,0.0,0,26.0,1.0,1,26.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
286,0,3,33.0,0.0,0,8.6625,1.0,1,8.6625,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
287,1,3,30.0,0.0,0,9.5,1.0,1,9.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
288,0,3,22.0,0.0,0,7.8958,1.0,1,7.8958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
289,1,2,42.0,0.0,0,13.0,1.0,1,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
290,1,3,22.0,0.0,0,7.75,1.0,1,7.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
291,1,1,26.0,0.0,0,65.6344,1.0,1,65.6344,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
292,1,1,19.0,1.0,0,65.6344,2.0,0,32.8172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
293,0,2,36.0,0.0,0,12.875,1.0,1,12.875,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
294,0,3,24.0,0.0,0,8.85,1.0,1,8.85,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
295,0,3,24.0,0.0,0,7.8958,1.0,1,7.8958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
296,0,1,28.0,0.0,0,27.7208,1.0,1,27.7208,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
297,0,3,23.5,0.0,0,7.2292,1.0,1,7.2292,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
298,0,1,2.5,1.0,0,65.6344,2.0,0,32.8172,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
299,1,1,28.0,0.0,0,30.5,1.0,1,30.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300,1,1,50.0,0.0,0,65.6344,1.0,1,65.6344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
301,1,3,28.0,0.0,0,7.75,1.0,1,7.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
302,1,3,28.0,2.0,0,23.25,3.0,0,7.75,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
303,0,3,19.0,0.0,0,0.0,1.0,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
304,1,2,28.0,0.0,0,12.35,1.0,1,12.35,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
305,0,3,28.0,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
306,1,1,2.5,1.0,0,65.6344,2.0,0,32.8172,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
307,1,1,28.0,0.0,0,65.6344,1.0,1,65.6344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308,1,1,17.0,1.0,0,65.6344,2.0,0,32.8172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
309,0,2,30.0,1.0,0,24.0,2.0,0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
310,1,1,30.0,0.0,0,56.9292,1.0,1,56.9292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
311,1,1,24.0,0.0,0,65.6344,1.0,1,65.6344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
312,1,1,18.0,2.0,0,65.6344,3.0,0,21.878133333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
313,0,2,26.0,1.0,0,26.0,2.0,0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
314,0,3,28.0,0.0,0,7.8958,1.0,1,7.8958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
315,0,2,43.0,1.0,0,26.25,2.0,0,13.125,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316,1,3,26.0,0.0,0,7.8542,1.0,1,7.8542,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
317,1,2,24.0,1.0,0,26.0,2.0,0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
318,0,2,54.0,0.0,0,14.0,1.0,1,14.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
319,1,1,31.0,0.0,0,65.6344,1.0,1,65.6344,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
320,1,1,40.0,1.0,0,65.6344,2.0,0,32.8172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
321,0,3,22.0,0.0,0,7.25,1.0,1,7.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
322,0,3,27.0,0.0,0,7.8958,1.0,1,7.8958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
323,1,2,30.0,0.0,0,12.35,1.0,1,12.35,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
324,1,2,22.0,1.0,0,29.0,2.0,0,14.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
325,0,3,28.0,2.5,0,65.6344,3.5,0,18.752685714285715,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
326,1,1,36.0,0.0,0,65.6344,1.0,1,65.6344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
327,0,3,54.5,0.0,0,6.2375,1.0,1,6.2375,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
328,1,2,36.0,0.0,0,13.0,1.0,1,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
329,1,3,31.0,1.0,0,20.525,2.0,0,10.2625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
330,1,1,16.0,0.0,0,57.9792,1.0,1,57.9792,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,1,3,28.0,2.0,0,23.25,3.0,0,7.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
332,0,1,45.5,0.0,0,28.5,1.0,1,28.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
333,0,1,38.0,0.0,0,65.6344,1.0,1,65.6344,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
334,0,3,16.0,2.0,0,18.0,3.0,0,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
335,1,1,28.0,1.0,0,65.6344,2.0,0,32.8172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
336,0,3,28.0,0.0,0,7.8958,1.0,1,7.8958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
337,0,1,29.0,1.0,0,65.6344,2.0,0,32.8172,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
338,1,1,41.0,0.0,0,65.6344,1.0,1,65.6344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
339,1,3,45.0,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
340,0,1,45.0,0.0,0,35.5,1.0,1,35.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
341,1,2,2.5,1.0,0,26.0,2.0,0,13.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
342,1,1,24.0,2.5,0,65.6344,3.5,0,18.752685714285715,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
343,0,2,28.0,0.0,0,13.0,1.0,1,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
344,0,2,25.0,0.0,0,13.0,1.0,1,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
345,0,2,36.0,0.0,0,13.0,1.0,1,13.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
346,1,2,24.0,0.0,0,13.0,1.0,1,13.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
347,1,2,40.0,0.0,0,13.0,1.0,1,13.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
348,1,3,28.0,1.0,0,16.1,2.0,0,8.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
349,1,3,3.0,1.0,0,15.9,2.0,0,7.95,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
350,0,3,42.0,0.0,0,8.6625,1.0,1,8.6625,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
351,0,3,23.0,0.0,0,9.225,1.0,1,9.225,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
352,0,1,28.0,0.0,0,35.0,1.0,1,35.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
353,0,3,15.0,1.0,0,7.2292,2.0,0,3.6146,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
354,0,3,25.0,1.0,0,17.8,2.0,0,8.9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
355,0,3,28.0,0.0,0,7.225,1.0,1,7.225,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
356,0,3,28.0,0.0,0,9.5,1.0,1,9.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
357,1,1,22.0,0.0,0,55.0,1.0,1,55.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
358,0,2,38.0,0.0,0,13.0,1.0,1,13.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
359,1,3,28.0,0.0,0,7.8792,1.0,1,7.8792,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
360,1,3,28.0,0.0,0,7.8792,1.0,1,7.8792,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
361,0,3,40.0,1.0,0,27.9,2.0,0,13.95,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
362,0,2,29.0,1.0,0,27.7208,2.0,0,13.8604,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
363,0,3,45.0,0.0,0,14.4542,1.0,1,14.4542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
364,0,3,35.0,0.0,0,7.05,1.0,1,7.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
365,0,3,28.0,1.0,0,15.5,2.0,0,7.75,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
366,0,3,30.0,0.0,0,7.25,1.0,1,7.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
367,1,1,54.5,1.0,0,65.6344,2.0,0,32.8172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
368,1,3,28.0,0.0,0,7.2292,1.0,1,7.2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
369,1,3,28.0,0.0,0,7.75,1.0,1,7.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
370,1,1,24.0,0.0,0,65.6344,1.0,1,65.6344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
371,1,1,25.0,1.0,0,55.4417,2.0,0,27.72085,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
372,0,3,18.0,1.0,0,6.4958,2.0,0,3.2479,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
373,0,3,19.0,0.0,0,8.05,1.0,1,8.05,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
374,0,1,22.0,0.0,0,65.6344,1.0,1,65.6344,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
375,0,3,3.0,2.5,0,21.075,3.5,0,6.021428571428571,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
376,1,1,28.0,1.0,0,65.6344,2.0,0,32.8172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
377,1,3,22.0,0.0,0,7.25,1.0,1,7.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
378,0,1,27.0,0.0,0,65.6344,1.0,1,65.6344,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
379,0,3,20.0,0.0,0,4.0125,1.0,1,4.0125,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
380,0,3,19.0,0.0,0,7.775,1.0,1,7.775,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
381,1,1,42.0,0.0,0,65.6344,1.0,1,65.6344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
382,1,3,2.5,0.0,0,15.7417,1.0,1,15.7417,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
383,0,3,32.0,0.0,0,7.925,1.0,1,7.925,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
384,1,1,35.0,1.0,0,52.0,2.0,0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385,0,3,28.0,0.0,0,7.8958,1.0,1,7.8958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
386,0,2,18.0,0.0,0,65.6344,1.0,1,65.6344,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
387,0,3,2.5,2.5,0,46.9,3.5,0,13.4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
388,1,2,36.0,0.0,0,13.0,1.0,1,13.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
389,0,3,28.0,0.0,0,7.7292,1.0,1,7.7292,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
390,1,2,17.0,0.0,0,12.0,1.0,1,12.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
391,1,1,36.0,1.0,0,65.6344,2.0,0,32.8172,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
392,1,3,21.0,0.0,0,7.7958,1.0,1,7.7958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
393,0,3,28.0,2.0,0,7.925,3.0,0,2.6416666666666666,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
394,1,1,23.0,1.0,0,65.6344,2.0,0,32.8172,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
395,1,3,24.0,0.0,0,16.7,1.0,1,16.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
396,0,3,22.0,0.0,0,7.7958,1.0,1,7.7958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
